path	author	header	created	sphere	topic	style	audience_age	audience_level	audience_size	source	publication	publ_year	medium	country	region	language
plain/2017/3/11/Для вас есть работа в Дубне.txt	ОД	Для вас есть работа в Дубне	11.03.2017	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/3450-dlya-vas-est-rabota-v-dubne	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/11/У вас отключат электричество.txt	ОД	У вас отключат электричество	11.03.2017	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/3449-u-vas-otklyuchat-elektrichestvo	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/10/В Дубне наградили флеровских пловцов.txt	Никита Крутиков	В Дубне наградили флеровских пловцов	10.03.2017	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/3464-v-dubne-nagradili-flerovskikh-plovtsov	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/10/Почем жилье в подмосковной деревне.txt	Никита Крутиков	Почем жилье в подмосковной деревне	10.03.2017	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/3448-pochem-zhile-v-podmoskovnoj-derevne	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/10/Не мешайте нересту рыбы. Иначе – штраф.txt	Кирилл Свояков	Не мешайте нересту рыбы. Иначе – штраф	10.03.2017	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/3447-ne-meshajte-nerestu-ryby-inache-shtraf	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/10/Руки прочь от первоцветов!.txt	Никита Крутиков	Руки прочь от первоцветов!	10.03.2017	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/3446-ruki-proch-ot-pervotsvetov	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/9/Городское хозяйство перейти от хаоса к порядку.txt	Наталия Теряева	Городское хозяйство: перейти от хаоса к порядку	09.03.2017	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/3445-gorodskoe-khozyajstvo-perejti-ot-khaosa-k-poryadku	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/9/Галантные автоинспекторы Дубны.txt	ОД	Галантные автоинспекторы Дубны	09.03.2017	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/3444-galantnye-avtoinspektory-dubny	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/9/Ярмарка вакансий в Дубне.txt	ОД	Ярмарка вакансий в Дубне	09.03.2017	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/3443-yarmarka-vakansij-v-dubne	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
plain/2017/3/9/Хроника происшествий в Дубне.txt	Никита Крутиков	Хроника происшествий в Дубне	09.03.2017	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/3442-khronika-proisshestvij-v-dubne	Открытая Дубна	2017	газета	Россия	город Дубна, Московская область	ru
